age_restriction,categories,dates,description,favorites_count,foreign_url,images,phone,place,price,subway,timetable,title
12+,['theater'],"[{'start': 1709308800, 'end': 1709315100}, {'start': 1710086400, 'end': 1710092700}, {'start': 1710950400, 'end': 1710956700}, {'start': 1712764800, 'end': 1712771100}, {'start': 1713369600, 'end': 1713375900}, {'start': 1716048000, 'end': 1716054300}, {'start': 1717084800, 'end': 1717091100}]",<p>Феерическая комедия положений по пьесе Эдуардо де Филиппо.</p>,0,https://kudago.com/msk/event/teatr-chelovek-i-dzhentlmen/,https://media.kudago.com/images/event/ef/3c/ef3c76d9e1fbcdc222a821acfe88b5fc.jpg,,2953,от 700 руб.,,,спектакль «Человек и джентльмен» в Театре имени Пушкина
6+,"['theater', 'kids']","[{'start': 1578735000, 'end': 1578735000}, {'start': 1578821400, 'end': 1578821400}, {'start': 1579944600, 'end': 1579944600}, {'start': 1580635800, 'end': 1580635800}, {'start': 1581759000, 'end': 1581759000}, {'start': 1582968600, 'end': 1582968600}, {'start': 1583573400, 'end': 1583573400}, {'start': 1584190800, 'end': 1584190800}, {'start': 1601118000, 'end': 1601118000}, {'start': 1602421200, 'end': 1602421200}, {'start': 1603540800, 'end': 1603540800}, {'start': 1604494800, 'end': 1604494800}, {'start': 1606050000, 'end': 1606050000}, {'start': 1607079600, 'end': 1607079600}, {'start': 1609239600, 'end': 1609239600}, {'start': 1610283600, 'end': 1610283600}, {'start': 1610802000, 'end': 1610802000}, {'start': 1613307600, 'end': 1613307600}, {'start': 1614081600, 'end': 1614081600}, {'start': 1615035600, 'end': 1615035600}, {'start': 1616331600, 'end': 1616331600}, {'start': 1618059600, 'end': 1618059600}, {'start': 1619256600, 'end': 1619256600}, {'start': 1620133200, 'end': 1620133200}, {'start': 1621951200, 'end': 1621951200}, {'start': 1623502800, 'end': 1623502800}, {'start': 1624708800, 'end': 1624708800}, {'start': 1625230800, 'end': 1625230800}, {'start': 1626001200, 'end': 1626001200}, {'start': 1632574800, 'end': 1632577500}, {'start': 1633770000, 'end': 1633772700}, {'start': 1634472000, 'end': 1634474700}, {'start': 1636275600, 'end': 1636278300}, {'start': 1636812000, 'end': 1636901100}, {'start': 1640430000, 'end': 1640432700}, {'start': 1641211200, 'end': 1641213900}, {'start': 1642755600, 'end': 1642758300}, {'start': 1644757200, 'end': 1644759900}, {'start': 1645876800, 'end': 1645879500}, {'start': 1646830800, 'end': 1646833500}, {'start': 1647693000, 'end': 1647695700}, {'start': 1649505600, 'end': 1649508300}, {'start': 1651321800, 'end': 1651324500}, {'start': 1652173200, 'end': 1652175900}, {'start': 1653138000, 'end': 1653140700}, {'start': 1654434000, 'end': 1654434000}, {'start': 1656244800, 'end': 1656244800}, {'start': 1657450800, 'end': 1657450800}, {'start': 1658055600, 'end': 1658055600}, {'start': 1664028000, 'end': 1664117100}, {'start': 1668936600, 'end': 1668939300}, {'start': 1671278400, 'end': 1671281100}, {'start': 1675587600, 'end': 1675587600}, {'start': 1676106000, 'end': 1676106000}, {'start': 1677938400, 'end': 1677941100}, {'start': 1679823000, 'end': 1679825700}, {'start': 1680427800, 'end': 1680430500}, {'start': 1682154000, 'end': 1682156700}, {'start': 1685278800, 'end': 1685281500}, {'start': 1685790000, 'end': 1685792700}, {'start': 1686484800, 'end': 1686487500}, {'start': 1689505200, 'end': 1689507900}, {'start': 1697187600, 'end': 1697190300}, {'start': 1699174800, 'end': 1699177500}, {'start': 1699185600, 'end': 1699188300}, {'start': 1701507600, 'end': 1701510300}, {'start': 1705827600, 'end': 1705830300}, {'start': 1708853400, 'end': 1708856100}, {'start': 1709976600, 'end': 1709979300}, {'start': 1711803600, 'end': 1711806300}, {'start': 1714474800, 'end': 1714477500}, {'start': 1716024600, 'end': 1716027300}, {'start': 1716116400, 'end': 1716119100}]","<p>История о дружбе, принятии и о том, что самая тёмная ночь — перед рассветом.</p>",16,https://kudago.com/msk/event/teatr-solnechnyi-luch/,https://media.kudago.com/images/event/1c/b4/1cb4c1d2736b7420d9ee6a1a70a6a194.jpeg,,2033,от 600 рублей,,,спектакль «Солнечный луч» в Театре кукол имени С. В. Образцова
16+,['theater'],"[{'start': 1444233600, 'end': 1444245300}, {'start': 1447344000, 'end': 1447355700}, {'start': 1449763200, 'end': 1449774900}, {'start': 1455033600, 'end': 1455045300}, {'start': 1458748800, 'end': 1458760500}, {'start': 1461945600, 'end': 1461957300}, {'start': 1464883200, 'end': 1464894900}, {'start': 1475596800, 'end': 1475608500}, {'start': 1478188800, 'end': 1478200500}, {'start': 1479830400, 'end': 1479842100}, {'start': 1479830400, 'end': 1479830400}, {'start': 1486569600, 'end': 1486581300}, {'start': 1509033600, 'end': 1509045300}, {'start': 1511708400, 'end': 1511720100}, {'start': 1512835200, 'end': 1512846900}, {'start': 1516546800, 'end': 1516546800}, {'start': 1521907200, 'end': 1521918000}, {'start': 1527264000, 'end': 1527275700}, {'start': 1537632000, 'end': 1537643700}, {'start': 1539187200, 'end': 1539187200}, {'start': 1542384000, 'end': 1542384000}, {'start': 1543762800, 'end': 1543774500}, {'start': 1544716800, 'end': 1544728500}, {'start': 1547827200, 'end': 1547827200}, {'start': 1549641600, 'end': 1549653300}, {'start': 1550332800, 'end': 1550344500}, {'start': 1551542400, 'end': 1551554100}, {'start': 1554480000, 'end': 1554491700}, {'start': 1555776000, 'end': 1555787700}, {'start': 1556899200, 'end': 1556910900}, {'start': 1560355200, 'end': 1560366900}, {'start': 1568476800, 'end': 1568488500}, {'start': 1571583600, 'end': 1571595300}, {'start': 1573833600, 'end': 1573845300}, {'start': 1575129600, 'end': 1575141300}, {'start': 1577026800, 'end': 1577038500}, {'start': 1578153600, 'end': 1578165300}, {'start': 1582300800, 'end': 1582312500}, {'start': 1600444800, 'end': 1600456500}, {'start': 1602345600, 'end': 1602357300}, {'start': 1603555200, 'end': 1603566900}, {'start': 1604764800, 'end': 1604776500}, {'start': 1606579200, 'end': 1606590900}, {'start': 1607266800, 'end': 1607278500}, {'start': 1611158400, 'end': 1611170100}, {'start': 1612627200, 'end': 1612638900}, {'start': 1615734000, 'end': 1615745700}, {'start': 1618588800, 'end': 1618600500}, {'start': 1619798400, 'end': 1619810100}, {'start': 1625155200, 'end': 1625166900}, {'start': 1629993600, 'end': 1630005300}, {'start': 1631635200, 'end': 1631646900}, {'start': 1635004800, 'end': 1635016500}, {'start': 1637769600, 'end': 1637781300}, {'start': 1638547200, 'end': 1638558900}, {'start': 1639756800, 'end': 1639768500}, {'start': 1641484800, 'end': 1641496500}, {'start': 1644508800, 'end': 1644520500}, {'start': 1647532800, 'end': 1647544500}, {'start': 1648915200, 'end': 1648926900}, {'start': 1650124800, 'end': 1650136500}, {'start': 1653667200, 'end': 1653678900}, {'start': 1654704000, 'end': 1654715700}, {'start': 1662739200, 'end': 1662750900}, {'start': 1667142000, 'end': 1667153700}, {'start': 1668614400, 'end': 1668626100}, {'start': 1670688000, 'end': 1670699700}, {'start': 1676131200, 'end': 1676142900}, {'start': 1679155200, 'end': 1679166900}, {'start': 1681488000, 'end': 1681499700}, {'start': 1683471600, 'end': 1683483300}, {'start': 1684425600, 'end': 1684437300}, {'start': 1686240000, 'end': 1686251700}, {'start': 1687363200, 'end': 1687374900}, {'start': 1694534400, 'end': 1694546100}, {'start': 1698508800, 'end': 1698520500}, {'start': 1700406000, 'end': 1700417700}, {'start': 1701615600, 'end': 1701627300}, {'start': 1702137600, 'end': 1702149300}, {'start': 1714060800, 'end': 1714072500}, {'start': 1715702400, 'end': 1715714100}, {'start': 1717084800, 'end': 1717096500}]","<p>Этот запутанный детектив с нотками эдиповой трагедии в постановке канадского режиссера ливанского происхождения, Важди Муавада. Ежегодная премия критиков Монреаля, главный приз театрального конкурса Франкоязычных стран, премия «Гвоздь сезона», аншлаги во Франции и Канаде. Настала очередь оценить драматический спектакль и российской публике.</p>
",8,https://kudago.com/msk/event/spektakl-pozhary-knadskogo-rezhissera-vazhdi-muava/,https://media.kudago.com/images/event/a3/34/a3349ee01830ce779144860ae3e147c0_1.jpg,,1350,от 1500 рублей,,,спектакль «Пожары» в Театре «Et Cetera»
0,['tour'],"[{'start': 1706778000, 'end': 1717167600}]","<p>Экскурсанты совершат <a class=""external-link"" href=""https://experience.tripster.ru/experience/41705/?utm_source=kudago&utm_medium=cpc&utm_campaign=offline2024_msk&utm_content=41705&erid=2SDnjdvjeG8"" rel=""nofollow"" target=""_blank""><strong>увлекательное путешествие</strong></a> по достопримечательностям центрального района столицы в компании радио- и телеведущих.
</p>",1,https://kudago.com/msk/event/ekskursiya-znakomstvo-s-matushkoj-moskvoj/,https://media.kudago.com/images/event/32/fe/32fe7850c3b4c90ae90aa32315b20406.jpg,,,от 801 до 1170 рублей,,,экскурсия на автобусе «Знакомство с матушкой Москвой»
18+,['theater'],"[{'start': 1506967200, 'end': 1506967200}, {'start': 1507050000, 'end': 1507050000}, {'start': 1507136400, 'end': 1507136400}, {'start': 1507222800, 'end': 1507222800}, {'start': 1511888400, 'end': 1512061200}, {'start': 1532451600, 'end': 1532629200}, {'start': 1540400400, 'end': 1540486800}, {'start': 1543683600, 'end': 1543770000}, {'start': 1552842000, 'end': 1552933200}, {'start': 1553792400, 'end': 1553797200}, {'start': 1570035600, 'end': 1570122000}, {'start': 1575392400, 'end': 1575483600}, {'start': 1602003600, 'end': 1602181200}, {'start': 1606323600, 'end': 1606414800}, {'start': 1655571600, 'end': 1655662800}, {'start': 1663693200, 'end': 1663779600}, {'start': 1696006800, 'end': 1696098000}, {'start': 1715706000, 'end': 1715797200}]","<p>Театральная версия произведения Томаса Манна от Константина Богомолова.</p>
",1,https://kudago.com/msk/event/teatr-volshebnaya-gora/,https://media.kudago.com/images/event/b2/5f/b25f05965004e6e523e401433ab50978.jpg,,18124,от 900 рублей,,,спектакль «Волшебная гора» в Электротеатре «Станиславский»
18+,['theater'],"[{'start': 1706457600, 'end': 1706457600}, {'start': 1707667200, 'end': 1707667200}, {'start': 1708358400, 'end': 1708358400}, {'start': 1709654400, 'end': 1709663400}, {'start': 1711641600, 'end': 1711650600}, {'start': 1712505600, 'end': 1712514600}, {'start': 1713283200, 'end': 1713292200}, {'start': 1714060800, 'end': 1714069800}, {'start': 1715961600, 'end': 1715970600}, {'start': 1716912000, 'end': 1716921000}]","<p>Спектакль о вере в чудо, первой любви и космосе по пьесе Алексея Житковского.</p>",0,https://kudago.com/msk/event/teatr-kosmos-2024/,https://media.kudago.com/images/event/11/5b/115bfa6347539c32501c426928059a9c.jpg,,2953,,,,спектакль «Космос» в Театре имени Пушкина
12+,"['theater', 'kids']","[{'start': 1694955600, 'end': 1694955600}, {'start': 1695042000, 'end': 1695042000}, {'start': 1695052800, 'end': 1695052800}, {'start': 1695214800, 'end': 1695214800}, {'start': 1696683600, 'end': 1696683600}, {'start': 1698843600, 'end': 1698847200}, {'start': 1698926400, 'end': 1698930000}, {'start': 1699016400, 'end': 1699020000}, {'start': 1700658000, 'end': 1700661600}, {'start': 1702213200, 'end': 1702216800}, {'start': 1703001600, 'end': 1703005200}, {'start': 1704628800, 'end': 1704632400}, {'start': 1706443200, 'end': 1706446800}, {'start': 1706961600, 'end': 1706965200}, {'start': 1707566400, 'end': 1707570000}, {'start': 1709901000, 'end': 1709904600}, {'start': 1710594000, 'end': 1710597600}, {'start': 1711717200, 'end': 1711807200}, {'start': 1712408400, 'end': 1712412000}, {'start': 1712667600, 'end': 1712671200}, {'start': 1712926800, 'end': 1712930400}, {'start': 1713618000, 'end': 1713621600}, {'start': 1715518800, 'end': 1715522400}, {'start': 1715704200, 'end': 1715794200}, {'start': 1716640200, 'end': 1716643800}]",<p>Спектакль по антифашистской новелле Франка Павлоффа — разговор с детьми о вещах первостепенной важности.</p>,1,https://kudago.com/msk/event/teatr-korichnevoe-utro/,https://media.kudago.com/images/event/19/00/19001bc05e1a8b43533248e12a461ddd.jpg,,907,,,,спектакль «Коричневое утро» в РАМТе
18+,"['theater', 'entertainment']","[{'start': 1569772800, 'end': 1569772800}, {'start': 1570377600, 'end': 1570385400}, {'start': 1572105600, 'end': 1572113400}, {'start': 1572192000, 'end': 1572199800}, {'start': 1572796800, 'end': 1572891000}, {'start': 1574524800, 'end': 1574619000}, {'start': 1576339200, 'end': 1576347000}, {'start': 1577548800, 'end': 1577643000}, {'start': 1579968000, 'end': 1579975800}, {'start': 1581177600, 'end': 1581271800}, {'start': 1583596800, 'end': 1583691000}, {'start': 1601136000, 'end': 1601230200}, {'start': 1602432000, 'end': 1602439800}, {'start': 1603555200, 'end': 1603649400}, {'start': 1604505600, 'end': 1604513400}, {'start': 1607875200, 'end': 1607883000}, {'start': 1608998400, 'end': 1609092600}, {'start': 1611417600, 'end': 1611425400}, {'start': 1612713600, 'end': 1612721400}, {'start': 1613836800, 'end': 1613844600}, {'start': 1615132800, 'end': 1615227000}, {'start': 1616860800, 'end': 1616868600}, {'start': 1618675200, 'end': 1618683000}, {'start': 1619280000, 'end': 1619287800}, {'start': 1621699200, 'end': 1621707000}, {'start': 1622390400, 'end': 1622398200}, {'start': 1623600000, 'end': 1623607800}, {'start': 1624723200, 'end': 1624731000}, {'start': 1626537600, 'end': 1626545400}, {'start': 1632672000, 'end': 1632679800}, {'start': 1635004800, 'end': 1635012600}, {'start': 1635696000, 'end': 1635703800}, {'start': 1636041600, 'end': 1636049400}, {'start': 1638028800, 'end': 1638036600}, {'start': 1640448000, 'end': 1640542200}, {'start': 1643472000, 'end': 1643479800}, {'start': 1645372800, 'end': 1645380600}, {'start': 1646755200, 'end': 1646763000}, {'start': 1648915200, 'end': 1648923000}, {'start': 1649606400, 'end': 1649614200}, {'start': 1653753600, 'end': 1653761400}, {'start': 1656172800, 'end': 1656180600}, {'start': 1656864000, 'end': 1656871800}, {'start': 1664035200, 'end': 1664043000}, {'start': 1664726400, 'end': 1664734200}, {'start': 1666454400, 'end': 1666462200}, {'start': 1667577600, 'end': 1667585400}, {'start': 1668268800, 'end': 1668276600}, {'start': 1668960000, 'end': 1668967800}, {'start': 1670774400, 'end': 1670782200}, {'start': 1671897600, 'end': 1671905400}, {'start': 1674921600, 'end': 1674929400}, {'start': 1676131200, 'end': 1676139000}, {'start': 1677340800, 'end': 1677348600}, {'start': 1678550400, 'end': 1678558200}, {'start': 1680105600, 'end': 1680113400}, {'start': 1682179200, 'end': 1682187000}, {'start': 1684598400, 'end': 1684606200}, {'start': 1687017600, 'end': 1687025400}, {'start': 1688832000, 'end': 1688839800}, {'start': 1695484800, 'end': 1695492600}, {'start': 1697299200, 'end': 1697307000}, {'start': 1698768000, 'end': 1698775800}, {'start': 1699200000, 'end': 1699207800}, {'start': 1700582400, 'end': 1700590200}, {'start': 1702742400, 'end': 1702750200}, {'start': 1703606400, 'end': 1703614200}, {'start': 1706371200, 'end': 1706379000}, {'start': 1707667200, 'end': 1707675000}, {'start': 1709136000, 'end': 1709143800}, {'start': 1710000000, 'end': 1710007800}, {'start': 1711641600, 'end': 1711649400}, {'start': 1713024000, 'end': 1713031800}, {'start': 1714320000, 'end': 1714327800}, {'start': 1716048000, 'end': 1716055800}]","<p>Спектакль, который участники «Квартета И» почти не репетировали.</p>",11,https://kudago.com/msk/event/teatr-kvartetnik/,https://media.kudago.com/images/event/5a/49/5a4949fd81e64e10d22e0ab8b8a2aa66.jpg,,1459,от 2000 руб.,,,спектакль «Квартетник» от «Квартета И»
6+,['tour'],"[{'start': 1634310000, 'end': 1634310000}, {'start': 1643662800, 'end': 1648846800}, {'start': 1661979600, 'end': 1667250000}, {'start': 1683014400, 'end': 1683039600}, {'start': 1683273600, 'end': 1683293400}, {'start': 1683459000, 'end': 1683477000}, {'start': 1683493200, 'end': 1684443600}, {'start': 1685134800, 'end': 1698786000}, {'start': 1699084800, 'end': 1704299400}, {'start': 1707944400, 'end': 1708635600}, {'start': 1708722000, 'end': 1709499600}, {'start': 1714510800, 'end': 1723410000}]","<p>На экскурсии по <a class=""external-link"" href=""https://experience.tripster.ru/experience/24885/?utm_source=kudago&utm_medium=cpc&utm_campaign=offline2024_msk&utm_content=24885&erid=2SDnjdvjeG8"" rel=""nofollow"" target=""_blank""><strong>Патриаршим прудам</strong></a> гид расскажет об истории этого места и судьбах людей, с ним связанных.  </p>",18,https://kudago.com/msk/event/ekskursiya-ekskursiya-po-patriarshim-prudam-perepletenie-sudeb/,https://media.kudago.com/images/event/a1/23/a1232fb5d5d263d522466e635ccd21b9.jpg,,,4500 рублей за группу 1–5 человек,,,экскурсия по Патриаршим прудам «Переплетение судеб»
6+,['tour'],"[{'start': 1622494800, 'end': 1635714000}, {'start': 1636020000, 'end': 1636106400}, {'start': 1636146000, 'end': 1638133200}, {'start': 1641106800, 'end': 1641193200}, {'start': 1641283200, 'end': 1641369600}, {'start': 1641452400, 'end': 1641538800}, {'start': 1650056400, 'end': 1651438800}, {'start': 1651438800, 'end': 1652043600}, {'start': 1652176800, 'end': 1652176800}, {'start': 1664571600, 'end': 1669842000}, {'start': 1667556000, 'end': 1667556000}, {'start': 1669842000, 'end': 1672002000}, {'start': 1672644600, 'end': 1672731000}, {'start': 1672819200, 'end': 1672992000}, {'start': 1673074800, 'end': 1673074800}, {'start': 1673643600, 'end': 1677618000}, {'start': 1677146400, 'end': 1677232800}, {'start': 1682935200, 'end': 1682935200}, {'start': 1683540000, 'end': 1683540000}, {'start': 1686564000, 'end': 1686564000}, {'start': 1701378000, 'end': 1703451600}, {'start': 1704178800, 'end': 1704524400}, {'start': 1706734800, 'end': 1709240400}, {'start': 1708682400, 'end': 1708682400}, {'start': 1709892000, 'end': 1709892000}, {'start': 1714384800, 'end': 1714557600}, {'start': 1715248800, 'end': 1715335200}, {'start': -62135433000, 'end': 1701378000}, {'start': -62135433000, 'end': 1717189200}]","<p>На пешеходной экскурсии по одному из <a class=""external-link"" href=""https://незабываемая.москва/54-peshekhodnaya_ekskursiya_po_zamoskvorechyu_v_moskve.html?utm_source=kudago&utm_campaign=Kupecheskoye-Zamoskvorechye&erid=Pb3XmBtzt6UoCrvsRVwHjPNJV5QDETuCTZoNMLr"" rel=""nofollow"" target=""_blank""><strong>красивейших районов старой Москвы</strong></a> участники познакомятся с богатой историей Замоскворечья, послушают интересные факты из биографий купцов, приложивших руку к созданию внешнего облика района, и насладятся многообразной архитектурой столицы.</p>",16,https://kudago.com/msk/event/ekskursiya-moskva-kupecheskaya-zamoskvoreche/,https://media.kudago.com/images/event/a5/e3/a5e3a867266c4c62983da3abe7f78a0b.jpg,,,от 500 до 700 рублей,,,экскурсия «Москва Купеческая. Замоскворечье»
6+,['tour'],"[{'start': 1668459600, 'end': 1682888400}, {'start': 1683788400, 'end': 1683907200}, {'start': 1684011600, 'end': 1698786000}, {'start': 1699304400, 'end': 1699822800}, {'start': 1708981200, 'end': 1709845200}, {'start': 1709931600, 'end': 1710450000}, {'start': 1710536400, 'end': 1723410000}]","<p>Гости <a class=""external-link"" href=""https://experience.tripster.ru/experience/33833/?utm_source=kudago&utm_medium=cpc&utm_campaign=offline2024_msk&utm_content=33833&erid=2SDnjdvjeG8"" rel=""nofollow"" target=""_blank""><strong>Третьяковской галереи</strong></a> познакомятся с шедеврами мировой живописи, посмотрят глазами великих живописцев на историю России и узнают много интересных фактов о красивейшем здании в Лаврушинском переулке.</p>",5,https://kudago.com/msk/event/ekskursiya-tretyakovskaya-galereya-zagadki-velikih-shedevrov/,https://media.kudago.com/images/event/03/13/0313f6bac41519feba596f3ddffaad94.png,,,6500 рублей за группу до 2-х человек,,,экскурсия «Третьяковская галерея: загадки великих шедевров»
16+,['education'],"[{'start': -62135433000, 'end': 253370754000}]","<p>Слушатели курса освоят программу <a class=""external-link"" href=""https://videoforme.ru/course/after_effects_2-moskva?utm_source=kudago_paid&utm_medium=affiliate&utm_campaign=after_effects_2-moskva&erid=2SDnjdA7EAc"" rel=""nofollow"" target=""_blank""><strong>Adobe After Effects</strong></a> на продвинутом уровне и научатся создавать с её помощью качественную анимацию и видеоэффекты. </p>",4,https://kudago.com/msk/event/obuchenie-motion-design/,https://media.kudago.com/images/event/8a/9b/8a9b4388d6f979e669b09c79cf433f49.jpg,,32604,от 11400 до 19000 рублей,,,курсы моушн-дизайна
16+,['education'],"[{'start': -62135433000, 'end': 253370754000}]","<p>Наставники курса помогут студентам освоить <a class=""external-link"" href=""https://moscow.ecolespb.ru/massage-school/programm-massage_therapist_esthetician?utm_source=kudago_paid&utm_medium=affiliate&utm_campaign=programm-massage_therapist_esthetician&erid=2SDnjcAJ3f6"" rel=""nofollow"" target=""_blank""><strong>востребованную профессию</strong></a> и стать квалифицированными массажистами, оказывающими широкий спектр услуг.</p>",3,https://kudago.com/msk/event/obuchenie-kursyi-massazhistov-estetistov/,https://media.kudago.com/images/event/a0/b6/a0b67a4b232a58120baf9fa22eb819d2.jpg,,30255,от 41400 до 69000 рублей,,,курсы массажистов-эстетистов
16+,['theater'],"[{'start': 1671552000, 'end': 1671638400}, {'start': 1672416000, 'end': 1672416000}, {'start': 1672848000, 'end': 1672934400}, {'start': 1674489600, 'end': 1674496800}, {'start': 1676908800, 'end': 1677002400}, {'start': 1677340800, 'end': 1677348000}, {'start': 1678118400, 'end': 1678125600}, {'start': 1680019200, 'end': 1680026400}, {'start': 1682438400, 'end': 1682445600}, {'start': 1682784000, 'end': 1682791200}, {'start': 1683216000, 'end': 1683223200}, {'start': 1685548800, 'end': 1685556000}, {'start': 1686412800, 'end': 1686506400}, {'start': 1693670400, 'end': 1693677600}, {'start': 1694707200, 'end': 1694714400}, {'start': 1696348800, 'end': 1696356000}, {'start': 1697731200, 'end': 1697738400}, {'start': 1697990400, 'end': 1697997600}, {'start': 1699718400, 'end': 1699725600}, {'start': 1701273600, 'end': 1701280800}, {'start': 1703433600, 'end': 1703440800}, {'start': 1703952000, 'end': 1703959200}, {'start': 1704470400, 'end': 1704477600}, {'start': 1706457600, 'end': 1706464800}, {'start': 1707062400, 'end': 1707069600}, {'start': 1713369600, 'end': 1713376800}, {'start': 1714838400, 'end': 1714845600}, {'start': 1716134400, 'end': 1716141600}]",<p>Драматург Евгений Гришковец предлагает погрузиться в одну из самых загадочных книг детской литературы.</p>,0,https://kudago.com/msk/event/teatr-vinni-puhovskie-chteniya/,https://media.kudago.com/images/event/d4/3c/d43c7a697abc86ea770d2cf374b483a9.jpg,,1059,от 4000 рублей,,,спектакль «Винни-Пуховские чтения» в МХТ имени Чехова
12+,"['theater', 'kids']","[{'start': 1436022000, 'end': 1436027400}, {'start': 1449849600, 'end': 1449853200}, {'start': 1452873600, 'end': 1452877200}, {'start': 1455897600, 'end': 1455901200}, {'start': 1457881200, 'end': 1457884800}, {'start': 1459609200, 'end': 1459612800}, {'start': 1462719600, 'end': 1462723200}, {'start': 1476291600, 'end': 1476295800}, {'start': 1480089600, 'end': 1480093800}, {'start': 1481904000, 'end': 1481908200}, {'start': 1484496000, 'end': 1484500200}, {'start': 1486742400, 'end': 1486746600}, {'start': 1489161600, 'end': 1489165800}, {'start': 1492876800, 'end': 1492881000}, {'start': 1509202800, 'end': 1509207000}, {'start': 1511539200, 'end': 1511544600}, {'start': 1514476800, 'end': 1514482200}, {'start': 1518883200, 'end': 1518883200}, {'start': 1524931200, 'end': 1524935700}, {'start': 1527264000, 'end': 1527268500}, {'start': 1532185200, 'end': 1532189700}, {'start': 1540137600, 'end': 1540141800}, {'start': 1542384000, 'end': 1542388200}, {'start': 1544803200, 'end': 1544803200}, {'start': 1548950400, 'end': 1548954600}, {'start': 1550332800, 'end': 1550337000}, {'start': 1553356800, 'end': 1553361000}, {'start': 1556377200, 'end': 1556381400}, {'start': 1556895600, 'end': 1556899800}, {'start': 1560268800, 'end': 1560273000}, {'start': 1572188400, 'end': 1572192600}, {'start': 1574438400, 'end': 1574442600}, {'start': 1576252800, 'end': 1576257000}, {'start': 1579449600, 'end': 1579453800}, {'start': 1582300800, 'end': 1582305000}, {'start': 1608912000, 'end': 1608912000}, {'start': 1624636800, 'end': 1624636800}, {'start': 1640188800, 'end': 1640188800}, {'start': 1651766400, 'end': 1651770900}, {'start': 1681488000, 'end': 1681492200}, {'start': 1685116800, 'end': 1685121000}, {'start': 1689177600, 'end': 1689181800}, {'start': 1699448400, 'end': 1699452900}, {'start': 1706716800, 'end': 1706721300}, {'start': 1709308800, 'end': 1709313300}, {'start': 1715704200, 'end': 1715708700}]","<p>Кукольный спектакль по новеллам Габриэля Гарсии Маркеса в постановке Виктора Никоненко.</p>
",18,https://kudago.com/msk/event/staryj-senor-i/,https://media.kudago.com/images/event/6e/42/6e428eaea7778fbc0bdf3a00ec1d9499.jpg,,2033,,,,спектакль «Старый сеньор и…» в Театре кукол им. С. В. Образцова
12+,"['theater', 'kids']","[{'start': 1703260800, 'end': 1703260800}, {'start': 1703347200, 'end': 1703347200}, {'start': 1704384000, 'end': 1704384000}, {'start': 1705766400, 'end': 1705772400}, {'start': 1707321600, 'end': 1707327600}, {'start': 1708099200, 'end': 1708105200}, {'start': 1710604800, 'end': 1710610800}, {'start': 1711468800, 'end': 1711474800}, {'start': 1712246400, 'end': 1712252400}, {'start': 1713369600, 'end': 1713375600}, {'start': 1715702400, 'end': 1715708400}, {'start': 1716998400, 'end': 1717004400}]",<p>Разговор со школьниками на понятном им языке по комиксу Алексея Олейникова.</p>,0,https://kudago.com/msk/event/teatr-sonya-9/,https://media.kudago.com/images/event/06/86/0686a9f9a0f3867ee495c222464b9630.jpg,,1059,,,,спектакль-концерт «Соня-9» в МХТ имени Чехова
6+,['tour'],"[{'start': 1667889000, 'end': 1682865000}, {'start': 1682888400, 'end': 1698786000}, {'start': 1706734800, 'end': 1723410000}]","<p>Вы прогуляетесь по территории знаменитого <a class=""external-link"" href=""https://experience.tripster.ru/experience/38804/?utm_source=kudago&utm_medium=cpc&utm_campaign=offline2024_msk&utm_content=38804&erid=2SDnjdvjeG8"" rel=""nofollow"" target=""_blank""><strong>бизнес-района Москвы</strong></a>, познакомитесь с его особенностями и историей, а профессиональный фотограф запечатлеет вас на фоне футуристических небоскрёбов.</p>",6,https://kudago.com/msk/event/ekskursiya-ekskursiya-s-fotografom-po-moskva-siti/,https://media.kudago.com/images/event/94/60/94605cebd8c2ceef667446e5c2738a44.png,,,6080 рублей за за группу до 4-х человек,,,экскурсия с фотографом по «Москва-Сити»
